tokens,ner_tags,split
Division three,O O,validation
Brighton 1 Scunthorpe 1,B-ORG O B-ORG O,validation
Cambridge United 0 Cardiff 2,B-ORG I-ORG O B-ORG O,validation
Colchester 1 Hereford 1,B-ORG O B-ORG O,validation
Doncaster 3 Darlington 2,B-ORG O B-ORG O,validation
Fulham 1 Carlisle 0,B-ORG O B-ORG O,validation
Hull 0 Barnet 0,B-ORG O B-ORG O,validation
Leyton Orient 2 Hartlepool 0,B-ORG I-ORG O B-ORG O,validation
Mansfield 0 Rochdale 0,B-ORG O B-ORG O,validation
Scarborough 1 Northampton 1,B-ORG O B-ORG O,validation
Torquay 2 Exeter 0,B-ORG O B-ORG O,validation
Wigan 4 Chester 2,B-ORG O B-ORG O,validation
CRICKET - ENGLISH COUNTY CHAMPIONSHIP SCORES .,O O B-MISC I-MISC I-MISC O O,validation
LONDON 1996-08-31,B-LOC O,validation
Results and close scores of four-day English county championship matches on Saturday :,O O O O O O B-MISC O O O O O O,validation
At Portsmouth : Middlesex beat Hampshire by 188 runs .,O B-LOC O B-ORG O B-ORG O O O O,validation
"Middlesex 199 and 426 , Hampshire 232 and 205 ( A. Fraser 5-79 , P. Tufnell 4-39 ) .",B-ORG O O O O B-ORG O O O O B-PER I-PER O O B-PER I-PER O O O,validation
"Middlesex 20 points , Hampshire 5 .",B-ORG O O O B-ORG O O,validation
At Chester-le-Street : Glamorgan beat Durham by 141 runs .,O B-LOC O B-ORG O B-ORG O O O O,validation
"Glamorgan 259 and 207 , Durham 114 and 211 .",B-ORG O O O O B-ORG O O O O,validation
"Glamorgan 22 points , Durham 4 .",B-ORG O O O B-ORG O O,validation
At Chesterfield : Derbyshire beat Worcestershire by nine wickets .,O B-LOC O B-ORG O B-ORG O O O O,validation
"Worcestershire 238 and 303 ( K. Spiring 130 not out , S. Rhodes 57 ; P. DeFreitas 4-70 ) , Derbyshire 471 and 71-1 .",B-ORG O O O O B-PER I-PER O O O O B-PER I-PER O O B-PER I-PER O O O B-ORG O O O O,validation
"Derbyshire 24 points , Worcestershire 5 .",B-ORG O O O B-ORG O O,validation
At The Oval ( London ) : Surrey beat Warwickshire by an innings and 164 runs .,O B-LOC I-LOC O B-LOC O O B-ORG O B-ORG O O O O O O O,validation
"Warwickshire 195 and 109 ( J. Benjamin 4-17 , M. Bicknell 4-38 ) , Surrey 468 ( C. Lewis 94 , M. Butcher 70 , G. Kersey 63 , J. Ratcliffe 63 , D. Bicknell 55 ) .",B-ORG O O O O B-PER I-PER O O B-PER I-PER O O O B-ORG O O B-PER I-PER O O B-PER I-PER O O B-PER I-PER O O B-PER I-PER O O B-PER I-PER O O O,validation
"Surrey 24 points , Warwickshire 2 .",B-ORG O O O B-ORG O O,validation
"At Headingley ( Leeds ) : Yorkshire 290 and 329 ( R. Kettleborough 108 , G. Hamilton 61 ; P. Such 8-118 ) , Essex 372 and 100-5 .",O B-LOC O B-LOC O O B-ORG O O O O B-PER I-PER O O B-PER I-PER O O B-PER I-PER O O O B-ORG O O O O,validation
"At Hove : Sussex 363 and 144 , Lancashire 218 and 53-0 .",O B-LOC O B-ORG O O O O B-ORG O O O O,validation
"At Tunbridge Wells : Nottinghamshire 214 and 167-6 ( C. Tolley 64 not out ) , Kent 244 ( C. Hooper 58 ; C. Tolley 4-68 , K. Evans 4-71 )",O B-LOC I-LOC O B-ORG O O O O B-PER I-PER O O O O O B-ORG O O B-PER I-PER O O B-PER I-PER O O B-PER I-PER O O,validation
"At Bristol : Gloucestershire 183 and 249 ( J. Russell 75 ) , Northamptonshire 190 and 218-9 .",O B-LOC O B-ORG O O O O B-PER I-PER O O O B-ORG O O O O,validation
MOTOR RACING - LEADING QUALIFIERS FOR VANCOUVER INDYCAR RACE .,O O O O O O B-LOC B-MISC O O,validation
VANCOUVER 1996-08-31,B-LOC O,validation
Top ten drivers in grid for,O O O O O O,validation
Sunday 's Vancouver IndyCar race after final qualifying on,O O B-LOC B-MISC O O O O O,validation
"Saturday ( tabulate by driver , country , chassis , motor and lap",O O O O O O O O O O O O O,validation
times in seconds ) :,O O O O O,validation
"1. Alex Zanardi ( Italy ) , Reynard Honda , 53.980 ( 113.576",O B-PER I-PER O B-LOC O O B-ORG I-ORG O O O O,validation
mph / 182.778 kph ),O O O O O,validation
"2. Michael Andretti ( U.S. ) , Lola Ford Cosworth , 54.483",O B-PER I-PER O B-LOC O O B-ORG I-ORG I-ORG O O,validation
"3. Bobby Rahal ( U.S. ) , Reynard Mercedes-Benz , 54.507",O B-PER I-PER O B-LOC O O B-ORG I-ORG O O,validation
"4. Bryan Herta ( U.S. ) , Reynard Mercedes-Benz , 54.578",O B-PER I-PER O B-LOC O O B-ORG I-ORG O O,validation
"5. Jimmy Vasser ( U.S. ) , Reynard Honda , 54.617",O B-PER I-PER O B-LOC O O B-ORG I-ORG O O,validation
"6. Paul Tracy ( Canada ) , Penske Mercedes-Benz , 54.620",O B-PER I-PER O B-LOC O O B-ORG I-ORG O O,validation
"7. Al Unser Jr ( U.S. ) , Penske Mercedes-Benz , 54.683",O B-PER I-PER O O B-LOC O O B-ORG I-ORG O O,validation
"8. Andre Ribeiro ( Brazil ) , Lola Honda , 54.750",O B-PER I-PER O B-LOC O O B-ORG I-ORG O O,validation
"9. Mauricio Gugelmin ( Brazil ) , Reynard Ford Cosworth , 54.762",O B-PER I-PER O B-LOC O O B-ORG I-ORG I-ORG O O,validation
"10. Gil de Ferran ( Brazil ) , Reynard Honda , 54.774",O B-PER I-PER I-PER O B-LOC O O B-ORG I-ORG O O,validation
SOCCER - CANADA BEAT PANAMA 3-1 IN WORLD CUP QUALIFIER .,O O B-LOC O B-LOC O O B-MISC I-MISC O O,validation
EDMONTON 1996-08-31,B-LOC O,validation
Canada beat Panama 3-1 ( halftime 2-0 ) in their CONCACAF semifinal phase qualifying match for the 1998 World Cup on Friday .,B-LOC O B-LOC O O O O O O O B-ORG O O O O O O O B-MISC I-MISC O O O,validation
Scorers :,O O,validation
"Canada - Aunger ( 41st min , pen ) , Paul Peschisolido ( 42nd ) , Carlo Corrazin ( 87th )",B-LOC O B-PER O O O O O O O B-PER I-PER O O O O B-PER I-PER O O O,validation
Panama - Jorge Luis Dely Valdes ( 50th ),B-LOC O B-PER I-PER I-PER I-PER O O O,validation
"Attendance : 9,402",O O O,validation
RUGBY UNION - SPRINGBOKS FINALLY BREAK ALL BLACK SPELL .,B-ORG I-ORG O B-ORG O O B-ORG I-ORG O O,validation
Andy Colquhoun,B-PER I-PER,validation
JOHANNESBURG 1996-08-31,B-LOC O,validation
South Africa managed to avoid a fifth successive defeat in 1996 at the hands of the All Blacks with an emphatic 32-22 victory in front of an ecstatic Ellis Park crowd on Saturday .,B-LOC I-LOC O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O B-LOC I-LOC O O O O,validation
"They scored three tries in recording their highest total against New Zealand , salvaging some pride in a season in which the world champions have lost five out of eight tests .",O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O,validation
It also ended a run of nine successive victories this year for New Zealand but arrived too late to prevent a 2-1 series defeat and an historic first All Black series triumph on South African soil .,O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O B-ORG I-ORG O O O B-MISC I-MISC O O,validation
"Springbok scrum-half Joost van der Westhuizen was his side 's inspiration , scoring their opening try and making the third for flanker Andre Venter from a quickly taken penalty to give his side a 29-8 lead after 54 minutes .",B-ORG O B-PER I-PER I-PER I-PER O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O,validation
"Fullback Andre Joubert scored the other , scorching in from 40 metres at the start of the second half to add to his three long-range penalties .",O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O,validation
The All Blacks salvaged some pride by scoring two tries from centre Walter Little and scrum-half Justin Marshall in the final five minutes to close a gap which at one point stood at 24 points .,O B-ORG I-ORG O O O O O O O O O B-PER I-PER O O B-PER I-PER O O O O O O O O O O O O O O O O O O,validation
"But they generally endured an off-day , highlighted by recalled fly-half Andrew Mehrtens who missed five out of eight kicks at goal .",O O O O O O O O O O O B-PER I-PER O O O O O O O O O O,validation
Recalled fly-half Henry Honiball kicked the Springboks into a 6-0 lead after 10 minutes only to see Andrew Mehrtens launch a penalty from eight metres inside his own half to narrow the gap .,O O B-PER I-PER O O B-ORG O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O,validation
"Mehrtens missed three further penalties and a conversion in the first 40 minutes which could have put his side ahead , but it was the Springboks who looked the more dangerous .",B-PER O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O O,validation
"Their promise was realised when Joubert made a 40-metre break in the 25th minute and , although winger Pieter Hendriks appeared to knock on Joubert 's reverse pass , Welsh referee Derek Bevan allowed Van der Westhuizen to pick up and score under the posts .",O O O O O B-PER O O O O O O O O O O O O B-PER I-PER O O O O B-PER O O O O B-MISC O B-PER I-PER O B-PER I-PER I-PER O O O O O O O O O,validation
Honiball converted and Joubert kicked a penalty before All Black hooker Sean Fitzpatrick scored a try from close range on the stroke of half-time to narrow the lead to 16-8 and hint at a comeback .,B-PER O O B-PER O O O O B-ORG I-ORG O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O,validation
Instead Joubert kicked another long penalty and then raced around the outside of the defence to score the Springboks ' second try .,O B-PER O O O O O O O O O O O O O O O O B-ORG O O O O,validation
A quick penalty from Van der Westhuizen five metres from the All Black line set up the third try for Venter five minutes later and when Joubert kicked his third penalty the Springboks held an unassailable 32-8 lead going into the last quarter .,O O O O B-PER I-PER I-PER O O O O B-ORG I-ORG O O O O O O O B-PER O O O O O B-PER O O O O O B-ORG O O O O O O O O O O O,validation
"When the All Blacks did break through , it was too late .",O O B-ORG I-ORG O O O O O O O O O,validation
Centre Walter Little followed up Mehrtens ' kick to score under the posts and scrum-half Justin Marshall forced himself over from a ruck close to the line in injury-time to give them some consolation .,O B-PER I-PER O O B-PER O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O,validation
"South Africa - 15 - Andre Joubert , 14 - Justin Swart , 13 - Japie Mulder ( Joel Stransky , 48 mins ) 12 - Danie van Schalkwyk , 11 - Pieter Hendriks ; 10 - Henry Honiball , 9 - Joost van der Westhuizen ; 8 - Gary Teichmann ( captain ) , 7 - Andre Venter ( Wayne Fyvie , 75 ) , 6 - Ruben Kruge , 5 - Mark Andrews ( Fritz van Heerden , 39 ) , 4 - Kobus Wiese , 3 - Marius Hurter , 2 - James Dalton , 1 - Dawie Theron ( Garry Pagel , 66 ) .",B-LOC I-LOC O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O B-PER I-PER O O O O O O B-PER I-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER I-PER I-PER O O O B-PER I-PER O O O O O O B-PER I-PER O B-PER I-PER O O O O O O B-PER I-PER O O O B-PER I-PER O B-PER I-PER I-PER O O O O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O B-PER I-PER O O O O,validation
"New Zealand - 15 - Christian Cullen ( Alama Ieremia , 70 ) , 14 - Jeff Wilson , 13 - Walter Little , 12 - Frank Bunce , 11 - Glen Osborne ; 10 - Andrew Mehrtens , 9 - Justin Marshall ; 8 - Zinzan Brooke , 7 - Josh Kronfeld , 6 - Michael Jones ( Glenn Taylor , 53 ) , 5 - Robin Brooke , 4 - Ian Jones , 3 - Olo Brown , 2 - Sean Fitzpatrick ( captain ) , 1 - Craig Dowd .",B-LOC I-LOC O O O B-PER I-PER O B-PER I-PER O O O O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O B-PER I-PER O O O O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O O O B-PER I-PER O O O O O O B-PER I-PER O,validation
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,B-ORG I-ORG O B-LOC I-LOC O B-ORG I-ORG O O,validation
JOHANNESBURG 1996-08-31,B-LOC O,validation
South Africa beat New Zealand 32-22 ( haltime 16-8 ) in the final test match of their three-test series at Ellis Park on Saturday .,B-LOC I-LOC O B-LOC I-LOC O O O O O O O O O O O O O O O B-LOC I-LOC O O O,validation
Scorers :,O O,validation
"South Africa - Tries : Joost van der Westhuizen ( 2 ) , Andre Joubert .",B-LOC I-LOC O O O B-PER I-PER I-PER I-PER O O O O B-PER I-PER O,validation
Conversion : Henry Honiball .,O O B-PER I-PER O,validation
"Penalties : Honiball ( 2 ) , Joubert ( 3 ) .",O O B-PER O O O O B-PER O O O O,validation
"New Zealand - Tries : Sean Fitzpatrick , Walter Little , Justin Marshall .",B-LOC I-LOC O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O,validation
Conversions : Andrew Mehrtens ( 2 ) .,O O B-PER I-PER O O O O,validation
Penalties : Mehrtens .,O O B-PER O,validation
New Zealand win test series 2-1 .,B-LOC I-LOC O O O O O,validation
SOCCER - MAURITANIA DISSOLVES NATIONAL TEAM AFTER CUP EXIT .,O O B-LOC O O O O B-MISC O O,validation
NOUAKCHOTT 1996-08-31,B-LOC O,validation
Mauritania 's soccer federation dissolved the national team and suspended this season 's domestic championship on Saturday in the wake of the country 's failure to qualify for the African Nations ' Cup .,B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC I-MISC O,validation
""" Since Mauritania has been eliminated on all fronts and the next commitments are not for another two years , we have reason to take a break , "" federation president Mohamed Lemine Cheiguer said .",O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER I-PER O O,validation
The North Africans were held to a goalless draw by Benin on Friday after losing the first leg of their qualifying tie 4-1 .,O B-MISC I-MISC O O O O O O O B-LOC O O O O O O O O O O O O O,validation
SOCCER - MAURITANIA DRAW WITH BENIN IN AFRICAN NATIONS CUP .,O O B-LOC O O B-LOC O B-MISC I-MISC I-MISC O,validation
NOUAKCHOTT 1996-08-31,B-LOC O,validation
"Mauritania drew 0-0 with Benin in their African Nations Cup preliminary round , second leg soccer match on Friday .",B-LOC O O O B-LOC O O B-MISC I-MISC I-MISC O O O O O O O O O O,validation
Benin won 4-1 on aggregate .,B-LOC O O O O O,validation
SOCCER - YUGOSLAV LEAGUE RESULTS / STANDINGS .,O O B-MISC O O O O O,validation
BELGRADE 1996-08-31,B-LOC O,validation
Results of Yugoslav league,O O B-MISC O,validation
soccer matches played on Saturday :,O O O O O O,validation
Division A,O O,validation
Hajduk 2 Proleter ( Z ) 0,B-ORG O B-ORG I-ORG I-ORG I-ORG O,validation
Zemun 1 Rad ( B ) 0,B-ORG O B-ORG O O O O,validation
Borac 1 Mladost ( L ) 2,B-ORG O B-ORG I-ORG I-ORG I-ORG O,validation
Cukaricki 1 Vojvodina 0,B-ORG O B-ORG O,validation
Buducnost 1 Red Star 3,B-ORG O B-ORG I-ORG O,validation
Partizan 6 Becej 0,B-ORG O B-ORG O,validation
"Standings ( tabulate under won , drawn , lost , goals for , goals",O O O O O O O O O O O O O O,validation
"against , points ) :",O O O O O,validation
Red Star 4 4 0 0 9 3 12,B-ORG I-ORG O O O O O O O,validation
Partizan 4 3 1 0 13 3 10,B-ORG O O O O O O O,validation
Mladost ( L ) 4 2 1 1 8 5 7,B-ORG I-ORG I-ORG I-ORG O O O O O O O,validation
Vojvodina 4 2 1 1 5 3 7,B-ORG O O O O O O O,validation
Becej 4 2 1 1 5 7 7,B-ORG O O O O O O O,validation
Hajduk 4 2 0 2 5 3 6,B-ORG O O O O O O O,validation
Cukaricki 4 2 0 2 6 6 6,B-ORG O O O O O O O,validation
Zemun 4 1 2 1 3 3 5,B-ORG O O O O O O O,validation
Rad ( B ) 4 1 1 2 2 3 4,B-ORG I-ORG I-ORG I-ORG O O O O O O O,validation
Buducnost 4 1 0 3 4 8 3,B-ORG O O O O O O O,validation
Proleter ( Z ) 4 0 1 3 2 9 1,B-ORG I-ORG I-ORG I-ORG O O O O O O O,validation
Borac 4 0 0 4 1 10 0,B-ORG O O O O O O O,validation
Division B,O O,validation
Sloboda 4 Mladost ( BJ ) 0,B-ORG O B-ORG I-ORG I-ORG I-ORG O,validation
Buducnost ( V ) 0 OFK Beograd 1,B-ORG I-ORG I-ORG I-ORG O B-ORG I-ORG O,validation
Rudar 0 OFK Kikinda 1,B-ORG O B-ORG I-ORG O,validation
Obilic 2 Zeleznik ( B ) 0,B-ORG O B-ORG I-ORG I-ORG I-ORG O,validation
Sutjeska 1 Loznica 0,B-ORG O B-ORG O,validation
Radnicki ( N ) - Spartak ( to be played on Sunday ),B-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O,validation
Standings :,O O,validation
Obilic 4 4 0 0 10 1 12,B-ORG O O O O O O O,validation
OFK Kikinda 4 3 0 1 8 3 9,B-ORG I-ORG O O O O O O O,validation
Sutjeska 4 3 0 1 7 5 9,B-ORG O O O O O O O,validation
Loznica 4 2 0 2 7 4 6,B-ORG O O O O O O O,validation
OFK Beograd 4 1 3 0 5 4 6,B-ORG I-ORG O O O O O O O,validation
Buducnost ( V ) 4 2 0 2 4 5 6,B-ORG I-ORG I-ORG I-ORG O O O O O O O,validation
Sloboda 4 1 1 2 8 8 4,B-ORG O O O O O O O,validation
Spartak 3 1 1 1 3 3 4,B-ORG O O O O O O O,validation
Radnicki ( N ) 3 1 0 2 5 6 3,B-ORG I-ORG I-ORG I-ORG O O O O O O O,validation
Zeleznik ( B ) 4 1 0 3 4 7 3,B-ORG I-ORG I-ORG I-ORG O O O O O O O,validation
Rudar 4 1 0 3 1 7 3,B-ORG O O O O O O O,validation
Mladost ( BJ ) 4 0 1 3 2 10 1,B-ORG I-ORG I-ORG I-ORG O O O O O O O,validation
SOCCER - INCE EXPOSED BY GASCOIGNE 'S LATEST PRANK .,O O B-PER O O B-PER O O O O,validation
"CHISINAU , Moldova 1996-08-31",B-LOC O B-LOC O,validation
"England 's irrepressible midfielder Paul Gascoigne was up to his old tricks on Saturday , pulling down his team mate Paul Ince 's trousers in front of an astonished crowd in Moldova .",B-LOC O O O B-PER I-PER O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O B-LOC O,validation
Ince was clambering over a wall at the Republican stadium in Chisinau as Glenn Hoddle 's England players tried to escape heavy rain during an under-21 clash .,B-PER O O O O O O O B-MISC O O B-LOC O B-PER I-PER O B-LOC O O O O O O O O O O O,validation
"Gascoigne , whose compulsive practical joking has landed him in trouble in the past , tugged down the Inter Milan player 's trousers in front of a group of press photographers .",B-PER O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O,validation
"Hoddle , coaching the side for the first time , declined to comment on the incident .",B-PER O O O O O O O O O O O O O O O O,validation
England face Moldova in a World Cup qualifier in the same stadium on Sunday .,B-LOC O B-LOC O O B-MISC I-MISC O O O O O O O O,validation
BASKETBALL - TROFEJ BEOGRAD TOURNAMENT RESULTS .,O O B-MISC I-MISC I-MISC O O,validation
BELGRADE 1996-08-31,B-LOC O,validation
Results in the Trofej Beograd 96,O O O B-MISC I-MISC I-MISC,validation
international basketball tournament on Saturday :,O O O O O O,validation
Fifth place :,O O O,validation
Benetton ( Italy ) 92 Dinamo ( Russia ) 81 ( halftime 50-28 ),B-ORG O B-LOC O O B-ORG O B-LOC O O O O O O,validation
Third place :,O O O,validation
Alba ( Germany ) 75 Red Star ( Yugoslavia ) 70 ( 42-41 ),B-ORG O B-LOC O O B-ORG I-ORG O B-LOC O O O O O,validation
BASKETBALLSOCCER - TROFEJ BEOGRAD TOURNAMENT RESULTS .,O O B-MISC I-MISC I-MISC O O,validation
BELGRADE 1996-08-31,B-LOC O,validation
Results in the Trofej Beograd 96,O O O B-MISC I-MISC I-MISC,validation
international basketball tournament on Saturday :,O O O O O O,validation
Fifth place :,O O O,validation
Benetton ( Italy ) 92 Dinamo ( Russia ) 81 ( halftime 50-28 ),B-ORG O B-LOC O O B-ORG O B-LOC O O O O O O,validation
Third place :,O O O,validation
Alba ( Germany ) 75 Red Star ( Yugoslavia ) 70 ( 42-41 ),B-ORG O B-LOC O O B-ORG I-ORG O B-LOC O O O O O,validation
